RevisionID:,0106.0036.0012.0002.0022
File Name:,HC900-C75S Rev 7.2x : WEB_SIS_241224 *
Controller Name,WEBSIS
Title:,
Author:,
Created Date:,2/14/2005 7:38:48 AM
Modified Date:,12/24/2024 5:25:30 AM

Report Title:,Modbus Signal Tags and Variables Report [Process & Safety]

Hex Addr,Dec Addr,Tag Name,Description,Type,#,Data Type,EU,Decimal Places,Tag Type,'On' Label,'Off' Label,Initial/Source
0x1D08,7433,PB-001_MANON,,Variable,549,float 32, , ,Digital,ON,OFF,OFF
0x1D0A,7435,PB-001,,Variable,550,float 32, , ,Digital,ON,OFF,OFF
0x1D0C,7437,PB-002_MOS,,Variable,551,float 32, , ,Digital,ON,OFF,OFF
0x1D0E,7439,PB-002_ACK,,Variable,552,float 32, , ,Digital,ON,OFF,OFF
0x1D10,7441,PB-002_MANON,,Variable,553,float 32, , ,Digital,ON,OFF,OFF
0x1D12,7443,PB-002,,Variable,554,float 32, , ,Digital,ON,OFF,OFF
0x1D14,7445,PB-003_MOS,,Variable,555,float 32, , ,Digital,ON,OFF,OFF
0x1D16,7447,PB-003_ACK,,Variable,556,float 32, , ,Digital,ON,OFF,OFF
0x1D18,7449,PB-003_MANON,,Variable,557,float 32, , ,Digital,ON,OFF,OFF
0x1D1A,7451,PB-003,,Variable,558,float 32, , ,Digital,ON,OFF,OFF
0x1D1C,7453,PB-004_MOS,,Variable,559,float 32, , ,Digital,ON,OFF,OFF
0x1D1E,7455,PB-004_ACK,,Variable,560,float 32, , ,Digital,ON,OFF,OFF
0x1D20,7457,PB-004_MANON,,Variable,561,float 32, , ,Digital,ON,OFF,OFF
0x1D22,7459,PB-004,,Variable,562,float 32, , ,Digital,ON,OFF,OFF
0x1D24,7461,PB-005_MOS,,Variable,563,float 32, , ,Digital,ON,OFF,OFF
0x1D26,7463,PB-005_ACK,,Variable,564,float 32, , ,Digital,ON,OFF,OFF
0x1D28,7465,PB-005_MANON,,Variable,565,float 32, , ,Digital,ON,OFF,OFF
0x1D2A,7467,PB-005,,Variable,566,float 32, , ,Digital,ON,OFF,OFF
0x1D2C,7469,PB-006_MOS,,Variable,567,float 32, , ,Digital,ON,OFF,OFF
0x1D2E,7471,PB-006_ACK,,Variable,568,float 32, , ,Digital,ON,OFF,OFF
0x1D30,7473,PB-006_MANON,,Variable,569,float 32, , ,Digital,ON,OFF,OFF
0x1D32,7475,PB-006,,Variable,570,float 32, , ,Digital,ON,OFF,OFF
0x1D34,7477,PB-007_MOS,,Variable,571,float 32, , ,Digital,ON,OFF,OFF
0x1D36,7479,PB-007_ACK,,Variable,572,float 32, , ,Digital,ON,OFF,OFF
0x1D38,7481,PB-007_MANON,,Variable,573,float 32, , ,Digital,ON,OFF,OFF
0x1D3A,7483,PB-007,,Variable,574,float 32, , ,Digital,ON,OFF,OFF
0x1D3C,7485,PB-008_MOS,,Variable,575,float 32, , ,Digital,ON,OFF,OFF
0x1D3E,7487,PB-008_ACK,,Variable,576,float 32, , ,Digital,ON,OFF,OFF
0x1D40,7489,PB-008_MANON,,Variable,577,float 32, , ,Digital,ON,OFF,OFF
0x1D42,7491,PB-008,,Variable,578,float 32, , ,Digital,ON,OFF,OFF
0x1D44,7493,PB-009_MOS,,Variable,579,float 32, , ,Digital,ON,OFF,OFF
0x1D46,7495,PB-009_ACK,,Variable,580,float 32, , ,Digital,ON,OFF,OFF
0x1D48,7497,PB-009_MANON,,Variable,581,float 32, , ,Digital,ON,OFF,OFF
0x1D4A,7499,PB-009,,Variable,582,float 32, , ,Digital,ON,OFF,OFF
0x1D4C,7501,PB-011_MOS,,Variable,583,float 32, , ,Digital,ON,OFF,OFF
0x1D4E,7503,PB-011_ACK,,Variable,584,float 32, , ,Digital,ON,OFF,OFF
0x1D50,7505,PB-011_MANON,,Variable,585,float 32, , ,Digital,ON,OFF,OFF
0x1D52,7507,PB-011,,Variable,586,float 32, , ,Digital,ON,OFF,OFF
0x1D54,7509,PB-012_MOS,,Variable,587,float 32, , ,Digital,ON,OFF,OFF
0x1D56,7511,PB-012_ACK,,Variable,588,float 32, , ,Digital,ON,OFF,OFF
0x1D58,7513,PB-012_MANON,,Variable,589,float 32, , ,Digital,ON,OFF,OFF
0x1D5A,7515,PB-012,,Variable,590,float 32, , ,Digital,ON,OFF,OFF
0x1D5C,7517,PB-013_MOS,,Variable,591,float 32, , ,Digital,ON,OFF,OFF
0x1D5E,7519,PB-013_ACK,,Variable,592,float 32, , ,Digital,ON,OFF,OFF
0x1D60,7521,PB-013_MANON,,Variable,593,float 32, , ,Digital,ON,OFF,OFF
0x1D62,7523,PB-013,,Variable,594,float 32, , ,Digital,ON,OFF,OFF
0x1D64,7525,PB-014_MOS,,Variable,595,float 32, , ,Digital,ON,OFF,OFF
0x1D66,7527,PB-014_ACK,,Variable,596,float 32, , ,Digital,ON,OFF,OFF
0x1D68,7529,PB-014_MANON,,Variable,597,float 32, , ,Digital,ON,OFF,OFF
0x1D6A,7531,PB-014,,Variable,598,float 32, , ,Digital,ON,OFF,OFF
0x1D6C,7533,PB-015_MOS,,Variable,599,float 32, , ,Digital,ON,OFF,OFF
0x1D6E,7535,PB-015_ACK,,Variable,600,float 32, , ,Digital,ON,OFF,OFF
0xEA60,60001,PB-015_MANON,,Variable,601,float 32, , ,Digital,ON,OFF,OFF
0xEA62,60003,PB-015,,Variable,602,float 32, , ,Digital,ON,OFF,OFF
0xEA64,60005,PB-016_MOS,,Variable,603,float 32, , ,Digital,ON,OFF,OFF
0xEA66,60007,PB-016_ACK,,Variable,604,float 32, , ,Digital,ON,OFF,OFF
0xEA68,60009,PB-016_MANON,,Variable,605,float 32, , ,Digital,ON,OFF,OFF
0xEA6A,60011,PB-016,,Variable,606,float 32, , ,Digital,ON,OFF,OFF
0xEA6C,60013,CG-001,Confirmed Gas,Variable,607,float 32, , ,Digital,ON,OFF,OFF
0xEA6E,60015,CG-001_R,,Variable,608,float 32, , ,Digital,ON,OFF,OFF
0xEA70,60017,ESD-W010,Remote ESD PB,Variable,609,float 32, , ,Digital,ON,OFF,OFF
0xEA72,60019,ESD-W010_R,,Variable,610,float 32, , ,Digital,ON,OFF,OFF
0xEA74,60021,PSD-W010,Remote PSD PB,Variable,611,float 32, , ,Digital,ON,OFF,OFF
0xEA76,60023,PSD-W010_R,,Variable,612,float 32, , ,Digital,ON,OFF,OFF
0xEA78,60025,HSR-W902A,Confirmed Fire,Variable,613,float 32, , ,Digital,ON,OFF,OFF
0xEA7A,60027,HSR-W902A_R,,Variable,614,float 32, , ,Digital,ON,OFF,OFF
0xEA7C,60029,HSR-W903A,Confirmed Fire,Variable,615,float 32, , ,Digital,ON,OFF,OFF
0xEA7E,60031,CF-001,Confirmed Fire,Variable,616,float 32, , ,Digital,ON,OFF,OFF
0xEA80,60033,CF-001_R,,Variable,617,float 32, , ,Digital,ON,OFF,OFF
0xEA82,60035,HSR-W903A_R,,Variable,618,float 32, , ,Digital,ON,OFF,OFF
0xEA84,60037,HSR-W903B_R,,Variable,619,float 32, , ,Digital,ON,OFF,OFF
0xEA86,60039,HSR-W903B,Confirmed Fire,Variable,620,float 32, , ,Digital,ON,OFF,OFF
0xEA88,60041,HSR-W902B,Confirmed Fire,Variable,621,float 32, , ,Digital,ON,OFF,OFF
0xEA8A,60043,HSR-W902B_R,,Variable,622,float 32, , ,Digital,ON,OFF,OFF
0xEA8C,60045,HSR-W903C_R,,Variable,623,float 32, , ,Digital,ON,OFF,OFF
0xEA8E,60047,HSR-W903C,Confirmed Fire,Variable,624,float 32, , ,Digital,ON,OFF,OFF
0xEA90,60049,HSR-W902C,Confirmed Fire,Variable,625,float 32, , ,Digital,ON,OFF,OFF
0xEA92,60051,HSR-W902C_R,,Variable,626,float 32, , ,Digital,ON,OFF,OFF
0xEA94,60053,HSR-W903D_R,,Variable,627,float 32, , ,Digital,ON,OFF,OFF
0xEA96,60055,HSR-W903D,Confirmed Fire,Variable,628,float 32, , ,Digital,ON,OFF,OFF
0xEA98,60057,HSR-W902D,Confirmed Fire,Variable,629,float 32, , ,Digital,ON,OFF,OFF
0xEA9A,60059,HSR-W902D_R,,Variable,630,float 32, , ,Digital,ON,OFF,OFF
0xEA9C,60061,HS-908,Confirmed Fire,Variable,631,float 32, , ,Digital,ON,OFF,OFF
0xEA9E,60063,HS-908_R,,Variable,632,float 32, , ,Digital,ON,OFF,OFF
0xEAA0,60065,HS-906,Confirmed Fire,Variable,633,float 32, , ,Digital,ON,OFF,OFF
0xEAA2,60067,HS-906_R,,Variable,634,float 32, , ,Digital,ON,OFF,OFF
0xEAA4,60069,HS-907,Confirmed Fire,Variable,635,float 32, , ,Digital,ON,OFF,OFF
0xEAA6,60071,HS-907_R,,Variable,636,float 32, , ,Digital,ON,OFF,OFF
0xEAA8,60073,PZIT-219-1_E_STO,Enable STO,Variable,637,float 32, , ,Digital,ON,OFF,OFF
0xEAAA,60075,PZIT-219-1_STO_T,Time of STO,Variable,638,float 32,second,0,Analog, , ,5.00
0xEAAC,60077,PZIT-230-1_E_STO,Enable STO,Variable,639,float 32, , ,Digital,ON,OFF,OFF
0xEAAE,60079,PZIT-230-1_STO_T,Time of STO,Variable,640,float 32,second,0,Analog, , ,5.00
0xEAB0,60081,FZIT-103_E_STO,Enable STO,Variable,641,float 32, , ,Digital,ON,OFF,OFF
0xEAB2,60083,FZIT-103_STO_T,Time of STO,Variable,642,float 32,second,0,Analog, , ,5.00
0xEAB4,60085,FZIT-104_E_STO,Enable STO,Variable,643,float 32, , ,Digital,ON,OFF,OFF
0xEAB6,60087,FZIT-104_STO_T,Time of STO,Variable,644,float 32,second,0,Analog, , ,5.00
0xEAB8,60089,SY-W902A_CMD,,Variable,645,float 32, , ,Digital,ON,OFF,OFF
0xEABA,60091,SY-W902A_ACK,,Variable,646,float 32, , ,Digital,ON,OFF,OFF
0x2000,8193,PZIT-W201A_CH,,Signal Tag,1,float 32,,0,Analog, , ,Block 637  Output 1
0x2002,8195,PZIT-W201A_CH_F,Channel Fail,Signal Tag,2,float 32, , ,Digital,ON,OFF,Block 651  Output 1
0x2004,8197,PZIT-W201A_D_F,Discrepancy Fail,Signal Tag,3,float 32, , ,Digital,ON,OFF,Block 656  Output 1
0x2006,8199,PZIT-W201A_FO,First Out,Signal Tag,4,float 32, , ,Digital,ON,OFF,Block 660  Output 1
0x2008,8201,PZIT-W201A_STO,Startup Override,Signal Tag,5,float 32, , ,Digital,ON,OFF,Block 659  Output 1
0x200A,8203,PZIT-W201A_HH,Alarm High High,Signal Tag,6,float 32, , ,Digital,ON,OFF,Block 644  Output 1
0x200C,8205,PZIT-W201A_LL,Alarm Low Low,Signal Tag,7,float 32, , ,Digital,ON,OFF,Block 648  Output 1
0x200E,8207,PZIT-W201A_RAW,,Signal Tag,8,float 32,barg,3,Analog, , ,Block 636  Output 6
0x2010,8209,PZIT-W201A_V,Analog Value,Signal Tag,9,float 32,,0,Analog, , ,Variable #:1
0x2012,8211,PZIT-W201A_F,,Signal Tag,10,float 32, , ,Digital,ON,OFF,Block 649  Output 1
0x2014,8213,PZIT-W201A_R,Alarm Reset,Signal Tag,11,float 32, , ,Digital,ON,OFF,Variable #:7
0x2016,8215,PZIT-W201A_MOS1,,Signal Tag,12,float 32, , ,Digital,ON,OFF,Variable #:9
0x2018,8217,PZIT-W201B_CH,,Signal Tag,13,float 32,,0,Analog, , ,Block 961  Output 1
0x201A,8219,PZIT-W202A_CH,,Signal Tag,14,float 32,,0,Analog, , ,Block 664  Output 1
0x201C,8221,PZIT-W202A_CH_F,Channel Fail,Signal Tag,15,float 32, , ,Digital,ON,OFF,Block 678  Output 1
0x201E,8223,PZIT-W202A_D_F,Discrepancy Fail,Signal Tag,16,float 32, , ,Digital,ON,OFF,Block 683  Output 1
0x2020,8225,PZIT-W202A_FO,First Out,Signal Tag,17,float 32, , ,Digital,ON,OFF,Block 687  Output 1
0x2022,8227,PZIT-W202A_STO,Startup Override,Signal Tag,18,float 32, , ,Digital,ON,OFF,Block 686  Output 1
0x2024,8229,PZIT-W202A_HH,Alarm High High,Signal Tag,19,float 32, , ,Digital,ON,OFF,Block 671  Output 1
0x2026,8231,PZIT-W202A_LL,Alarm Low Low,Signal Tag,20,float 32, , ,Digital,ON,OFF,Block 675  Output 1
0x2028,8233,PZIT-W202A_RAW,,Signal Tag,21,float 32,barg,3,Analog, , ,Block 663  Output 6
0x202A,8235,PZIT-W202A_V,Analog Value,Signal Tag,22,float 32,,0,Analog, , ,Variable #:18
0x202C,8237,PZIT-W202A_F,,Signal Tag,23,float 32, , ,Digital,ON,OFF,Block 676  Output 1
0x202E,8239,PZIT-W202A_R,Alarm Reset,Signal Tag,24,float 32, , ,Digital,ON,OFF,Variable #:12
0x2030,8241,PZIT-W202A_MOS1,,Signal Tag,25,float 32, , ,Digital,ON,OFF,Variable #:10
0x2032,8243,PZIT-W201B_CH_F,Channel Fail,Signal Tag,26,float 32, , ,Digital,ON,OFF,Block 975  Output 1
0x2034,8245,PZIT-W203A_CH,,Signal Tag,27,float 32,,0,Analog, , ,Block 691  Output 1
0x2036,8247,PZIT-W203A_CH_F,Channel Fail,Signal Tag,28,float 32, , ,Digital,ON,OFF,Block 705  Output 1
0x2038,8249,PZIT-W203A_D_F,Discrepancy Fail,Signal Tag,29,float 32, , ,Digital,ON,OFF,Block 710  Output 1
0x203A,8251,PZIT-W203A_FO,First Out,Signal Tag,30,float 32, , ,Digital,ON,OFF,Block 714  Output 1
0x203C,8253,PZIT-W203A_STO,Startup Override,Signal Tag,31,float 32, , ,Digital,ON,OFF,Block 713  Output 1
0x203E,8255,PZIT-W203A_HH,Alarm High High,Signal Tag,32,float 32, , ,Digital,ON,OFF,Block 698  Output 1
0x2040,8257,PZIT-W203A_LL,Alarm Low Low,Signal Tag,33,float 32, , ,Digital,ON,OFF,Block 702  Output 1
0x2042,8259,PZIT-W203A_RAW,,Signal Tag,34,float 32,barg,3,Analog, , ,Block 690  Output 6
0x2044,8261,PZIT-W203A_V,Analog Value,Signal Tag,35,float 32,,0,Analog, , ,Variable #:19
0x2046,8263,PZIT-W203A_F,,Signal Tag,36,float 32, , ,Digital,ON,OFF,Block 703  Output 1
0x2048,8265,PZIT-W203A_R,Alarm Reset,Signal Tag,37,float 32, , ,Digital,ON,OFF,Variable #:25
0x204A,8267,PZIT-W203A_MOS1,,Signal Tag,38,float 32, , ,Digital,ON,OFF,Variable #:27
0x204C,8269,PZIT-W201B_D_F,Discrepancy Fail,Signal Tag,39,float 32, , ,Digital,ON,OFF,Block 980  Output 1
0x204E,8271,PZIT-W208A_CH,,Signal Tag,40,float 32,,0,Analog, , ,Block 718  Output 1
0x2050,8273,PZIT-W208A_CH_F,Channel Fail,Signal Tag,41,float 32, , ,Digital,ON,OFF,Block 732  Output 1
0x2052,8275,PZIT-W208A_D_F,Discrepancy Fail,Signal Tag,42,float 32, , ,Digital,ON,OFF,Block 737  Output 1
0x2054,8277,PZIT-W208A_FO,First Out,Signal Tag,43,float 32, , ,Digital,ON,OFF,Block 3635  Output 1
0x2056,8279,PZIT-W208A_STO,Startup Override,Signal Tag,44,float 32, , ,Digital,ON,OFF,Block 741  Output 1
0x2058,8281,PZIT-W208A_HH,Alarm High High,Signal Tag,45,float 32, , ,Digital,ON,OFF,Block 725  Output 1
0x205A,8283,PZIT-W208A_LL,Alarm Low Low,Signal Tag,46,float 32, , ,Digital,ON,OFF,Block 729  Output 1
0x205C,8285,PZIT-W208A_RAW,,Signal Tag,47,float 32,barg,3,Analog, , ,Block 717  Output 6
0x205E,8287,PZIT-W208A_V,Analog Value,Signal Tag,48,float 32,,0,Analog, , ,Variable #:28
0x2060,8289,PZIT-W208A_F,,Signal Tag,49,float 32, , ,Digital,ON,OFF,Block 730  Output 1
0x2062,8291,PZIT-W208A_R,Alarm Reset,Signal Tag,50,float 32, , ,Digital,ON,OFF,Variable #:34
0x2064,8293,PZIT-W208A_MOS1,,Signal Tag,51,float 32, , ,Digital,ON,OFF,Variable #:36
0x2066,8295,PZIT-W201B_FO,First Out,Signal Tag,52,float 32, , ,Digital,ON,OFF,Block 984  Output 1
0x2068,8297,PZIT-W207A_CH,,Signal Tag,53,float 32,,0,Analog, , ,Block 745  Output 1
0x206A,8299,PZIT-W207A_CH_F,Channel Fail,Signal Tag,54,float 32, , ,Digital,ON,OFF,Block 759  Output 1
0x206C,8301,PZIT-W207A_D_F,Discrepancy Fail,Signal Tag,55,float 32, , ,Digital,ON,OFF,Block 764  Output 1
0x206E,8303,PZIT-W207A_FO,First Out,Signal Tag,56,float 32, , ,Digital,ON,OFF,Block 3640  Output 1
0x2070,8305,PZIT-W207A_STO,Startup Override,Signal Tag,57,float 32, , ,Digital,ON,OFF,Block 767  Output 1
0x2072,8307,PZIT-W207A_HH,Alarm High High,Signal Tag,58,float 32, , ,Digital,ON,OFF,Block 752  Output 1
0x2074,8309,PZIT-W207A_LL,Alarm Low Low,Signal Tag,59,float 32, , ,Digital,ON,OFF,Block 756  Output 1
0x2076,8311,PZIT-W207A_RAW,,Signal Tag,60,float 32,barg,3,Analog, , ,Block 744  Output 6
0x2078,8313,PZIT-W207A_V,Analog Value,Signal Tag,61,float 32,,0,Analog, , ,Variable #:37
0x207A,8315,PZIT-W207A_F,,Signal Tag,62,float 32, , ,Digital,ON,OFF,Block 757  Output 1
0x207C,8317,PZIT-W207A_R,Alarm Reset,Signal Tag,63,float 32, , ,Digital,ON,OFF,Variable #:43
0x207E,8319,PZIT-W207A_MOS1,,Signal Tag,64,float 32, , ,Digital,ON,OFF,Variable #:45
0x2080,8321,PZIT-W201B_STO,Startup Override,Signal Tag,65,float 32, , ,Digital,ON,OFF,Block 983  Output 1
0x2082,8323,LZIT-605A_CH,,Signal Tag,66,float 32,,0,Analog, , ,Block 772  Output 1
0x2084,8325,LZIT-605A_CH_F,Channel Fail,Signal Tag,67,float 32, , ,Digital,ON,OFF,Block 786  Output 1
0x2086,8327,LZIT-605A_D_F,Discrepancy Fail,Signal Tag,68,float 32, , ,Digital,ON,OFF,Block 791  Output 1
0x2088,8329,LZIT-605A_FO,First Out,Signal Tag,69,float 32, , ,Digital,ON,OFF,Block 3610  Output 1
0x208A,8331,LZIT-605A_STO,Startup Override,Signal Tag,70,float 32, , ,Digital,ON,OFF,Block 794  Output 1
0x208C,8333,LZIT-605A_HH,Alarm High High,Signal Tag,71,float 32, , ,Digital,ON,OFF,Block 779  Output 1
0x208E,8335,LZIT-605A_LL,Alarm Low Low,Signal Tag,72,float 32, , ,Digital,ON,OFF,Block 783  Output 1
0x2090,8337,LZIT-605A_RAW,,Signal Tag,73,float 32,mm,3,Analog, , ,Block 771  Output 6
0x2092,8339,LZIT-605A_V,Analog Value,Signal Tag,74,float 32,,0,Analog, , ,Variable #:46
0x2094,8341,LZIT-605A_F,,Signal Tag,75,float 32, , ,Digital,ON,OFF,Block 784  Output 1
0x2096,8343,LZIT-605A_R,Alarm Reset,Signal Tag,76,float 32, , ,Digital,ON,OFF,Variable #:52
0x2098,8345,LZIT-605A_MOS1,,Signal Tag,77,float 32, , ,Digital,ON,OFF,Variable #:54
0x209A,8347,LZIT-605A_D_F1,Vote Discrepancy,Signal Tag,78,float 32, , ,Digital,ON,OFF,Block 797  Output 1
0x209C,8349,PZIT-219-1_CH,,Signal Tag,79,float 32,,0,Analog, , ,Block 799  Output 1
0x209E,8351,PZIT-219-1_CH_F,Channel Fail,Signal Tag,80,float 32, , ,Digital,ON,OFF,Block 813  Output 1
0x20A0,8353,PZIT-219-1_D_F,Discrepancy Fail,Signal Tag,81,float 32, , ,Digital,ON,OFF,Block 818  Output 1
0x20A2,8355,PZIT-219-1_FO,First Out,Signal Tag,82,float 32, , ,Digital,ON,OFF,Block 3240  Output 1
0x20A4,8357,PZIT-219-1_STO,Startup Override,Signal Tag,83,float 32, , ,Digital,ON,OFF,Block 821  Output 1
0x20A6,8359,PZIT-219-1_HH,Alarm High High,Signal Tag,84,float 32, , ,Digital,ON,OFF,Block 806  Output 1
0x20A8,8361,PZIT-219-1_LL,Alarm Low Low,Signal Tag,85,float 32, , ,Digital,ON,OFF,Block 810  Output 1
0x20AA,8363,PZIT-219-1_RAW,,Signal Tag,86,float 32,barg,3,Analog, , ,Block 798  Output 6
0x20AC,8365,PZIT-219-1_V,Analog Value,Signal Tag,87,float 32,,0,Analog, , ,Variable #:55
0x20AE,8367,PZIT-219-1_F,,Signal Tag,88,float 32, , ,Digital,ON,OFF,Block 811  Output 1
0x20B0,8369,PZIT-219-1_R,Alarm Reset,Signal Tag,89,float 32, , ,Digital,ON,OFF,Variable #:61
0x20B2,8371,PZIT-219-1_MOS1,,Signal Tag,90,float 32, , ,Digital,ON,OFF,Variable #:63
0x20B4,8373,PZIT-219-1_D_F1,Vote Discrepancy,Signal Tag,91,float 32, , ,Digital,ON,OFF,Block 824  Output 1
0x20B6,8375,PZIT-230-1_CH,,Signal Tag,92,float 32,,0,Analog, , ,Block 826  Output 1
0x20B8,8377,PZIT-230-1_CH_F,Channel Fail,Signal Tag,93,float 32, , ,Digital,ON,OFF,Block 840  Output 1
0x20BA,8379,PZIT-230-1_D_F,Discrepancy Fail,Signal Tag,94,float 32, , ,Digital,ON,OFF,Block 845  Output 1
0x20BC,8381,PZIT-230-1_FO,First Out,Signal Tag,95,float 32, , ,Digital,ON,OFF,Block 3245  Output 1
0x20BE,8383,PZIT-230-1_STO,Startup Override,Signal Tag,96,float 32, , ,Digital,ON,OFF,Block 848  Output 1
0x20C0,8385,PZIT-230-1_HH,Alarm High High,Signal Tag,97,float 32, , ,Digital,ON,OFF,Block 833  Output 1
0x20C2,8387,PZIT-230-1_LL,Alarm Low Low,Signal Tag,98,float 32, , ,Digital,ON,OFF,Block 837  Output 1
0x20C4,8389,PZIT-230-1_RAW,,Signal Tag,99,float 32,barg,3,Analog, , ,Block 825  Output 6
0x20C6,8391,PZIT-230-1_V,Analog Value,Signal Tag,100,float 32,,0,Analog, , ,Variable #:64
0x20C8,8393,PZIT-230-1_F,,Signal Tag,101,float 32, , ,Digital,ON,OFF,Block 838  Output 1
0x20CA,8395,PZIT-230-1_R,Alarm Reset,Signal Tag,102,float 32, , ,Digital,ON,OFF,Variable #:70
0x20CC,8397,PZIT-230-1_MOS1,,Signal Tag,103,float 32, , ,Digital,ON,OFF,Variable #:72
0x20CE,8399,PZIT-230-1_D_F1,Vote Discrepancy,Signal Tag,104,float 32, , ,Digital,ON,OFF,Block 851  Output 1
0x20D0,8401,PZIT-229A_CH,,Signal Tag,105,float 32,,0,Analog, , ,Block 853  Output 1
0x20D2,8403,PZIT-229A_CH_F,Channel Fail,Signal Tag,106,float 32, , ,Digital,ON,OFF,Block 867  Output 1
0x20D4,8405,PZIT-229A_D_F,Discrepancy Fail,Signal Tag,107,float 32, , ,Digital,ON,OFF,Block 872  Output 1
0x20D6,8407,PZIT-229A_FO,First Out,Signal Tag,108,float 32, , ,Digital,ON,OFF,Block 3690  Output 1
0x20D8,8409,PZIT-229A_STO,Startup Override,Signal Tag,109,float 32, , ,Digital,ON,OFF,Block 875  Output 1
0x20DA,8411,PZIT-229A_HH,Alarm High High,Signal Tag,110,float 32, , ,Digital,ON,OFF,Block 860  Output 1
0x20DC,8413,PZIT-229A_LL,Alarm Low Low,Signal Tag,111,float 32, , ,Digital,ON,OFF,Block 864  Output 1
0x20DE,8415,PZIT-229A_RAW,,Signal Tag,112,float 32,barg,3,Analog, , ,Block 852  Output 6
0x20E0,8417,PZIT-229A_V,Analog Value,Signal Tag,113,float 32,,0,Analog, , ,Variable #:73
0x20E2,8419,PZIT-229A_F,,Signal Tag,114,float 32, , ,Digital,ON,OFF,Block 865  Output 1
0x20E4,8421,PZIT-229A_R,Alarm Reset,Signal Tag,115,float 32, , ,Digital,ON,OFF,Variable #:79
0x20E6,8423,PZIT-229A_MOS1,,Signal Tag,116,float 32, , ,Digital,ON,OFF,Variable #:81
0x20E8,8425,PZIT-W201B_HH,Alarm High High,Signal Tag,117,float 32, , ,Digital,ON,OFF,Block 968  Output 1
0x20EA,8427,PZIT-226A_CH,,Signal Tag,118,float 32,,0,Analog, , ,Block 880  Output 1
0x20EC,8429,PZIT-226A_CH_F,Channel Fail,Signal Tag,119,float 32, , ,Digital,ON,OFF,Block 894  Output 1
0x20EE,8431,PZIT-226A_D_F,Discrepancy Fail,Signal Tag,120,float 32, , ,Digital,ON,OFF,Block 899  Output 1
0x20F0,8433,PZIT-226A_FO,First Out,Signal Tag,121,float 32, , ,Digital,ON,OFF,Block 3695  Output 1
0x20F2,8435,PZIT-226A_STO,Startup Override,Signal Tag,122,float 32, , ,Digital,ON,OFF,Block 902  Output 1
0x20F4,8437,PZIT-226A_HH,Alarm High High,Signal Tag,123,float 32, , ,Digital,ON,OFF,Block 887  Output 1
0x20F6,8439,PZIT-226A_LL,Alarm Low Low,Signal Tag,124,float 32, , ,Digital,ON,OFF,Block 891  Output 1
0x20F8,8441,PZIT-226A_RAW,,Signal Tag,125,float 32,barg,3,Analog, , ,Block 879  Output 6
0x20FA,8443,PZIT-226A_V,Analog Value,Signal Tag,126,float 32,,0,Analog, , ,Variable #:82
0x20FC,8445,PZIT-226A_F,,Signal Tag,127,float 32, , ,Digital,ON,OFF,Block 892  Output 1
0x20FE,8447,PZIT-226A_R,Alarm Reset,Signal Tag,128,float 32, , ,Digital,ON,OFF,Variable #:88
0x2100,8449,PZIT-226A_MOS1,,Signal Tag,129,float 32, , ,Digital,ON,OFF,Variable #:90
0x2102,8451,PZIT-W201B_LL,Alarm Low Low,Signal Tag,130,float 32, , ,Digital,ON,OFF,Block 972  Output 1
0x2104,8453,PZIT-227A_CH,,Signal Tag,131,float 32,,0,Analog, , ,Block 907  Output 1
0x2106,8455,PZIT-227A_CH_F,Channel Fail,Signal Tag,132,float 32, , ,Digital,ON,OFF,Block 921  Output 1
0x2108,8457,PZIT-227A_D_F,Discrepancy Fail,Signal Tag,133,float 32, , ,Digital,ON,OFF,Block 926  Output 1
0x210A,8459,PZIT-227A_FO,First Out,Signal Tag,134,float 32, , ,Digital,ON,OFF,Block 3700  Output 1
0x210C,8461,PZIT-227A_STO,Startup Override,Signal Tag,135,float 32, , ,Digital,ON,OFF,Block 929  Output 1
0x210E,8463,PZIT-227A_HH,Alarm High High,Signal Tag,136,float 32, , ,Digital,ON,OFF,Block 914  Output 1
0x2110,8465,PZIT-227A_LL,Alarm Low Low,Signal Tag,137,float 32, , ,Digital,ON,OFF,Block 918  Output 1
0x2112,8467,PZIT-227A_RAW,,Signal Tag,138,float 32,barg,3,Analog, , ,Block 906  Output 6
0x2114,8469,PZIT-227A_V,Analog Value,Signal Tag,139,float 32,,0,Analog, , ,Variable #:91
0x2116,8471,PZIT-227A_F,,Signal Tag,140,float 32, , ,Digital,ON,OFF,Block 919  Output 1
0x2118,8473,PZIT-227A_R,Alarm Reset,Signal Tag,141,float 32, , ,Digital,ON,OFF,Variable #:97
0x211A,8475,PZIT-227A_MOS1,,Signal Tag,142,float 32, , ,Digital,ON,OFF,Variable #:99
0x211C,8477,PZIT-W201B_RAW,,Signal Tag,143,float 32,barg,3,Analog, , ,Block 960  Output 6
0x211E,8479,PZIT-228A_CH,,Signal Tag,144,float 32,,0,Analog, , ,Block 934  Output 1
0x2120,8481,PZIT-228A_CH_F,Channel Fail,Signal Tag,145,float 32, , ,Digital,ON,OFF,Block 948  Output 1
0x2122,8483,PZIT-228A_D_F,Discrepancy Fail,Signal Tag,146,float 32, , ,Digital,ON,OFF,Block 953  Output 1
0x2124,8485,PZIT-228A_FO,First Out,Signal Tag,147,float 32, , ,Digital,ON,OFF,Block 3705  Output 1
