RevisionID:,0106.0036.0012.0002.0022
File Name:,HC900-C75S Rev 7.2x : WEB_SIS_241224 *
Controller Name,WEBSIS
Title:,
Author:,
Created Date:,2/14/2005 7:38:48 AM
Modified Date:,12/24/2024 5:25:30 AM

Report Title:,Modbus Signal Tags and Variables Report [Process & Safety]

Hex Addr,Dec Addr,Tag Name,Description,Type,#,Data Type,EU,Decimal Places,Tag Type,'On' Label,'Off' Label,Initial/Source
0x1AD2,6867,PZIT-W201C_LL_V,,Variable,266,float 32,,0,Analog, , ,0.00
0x1AD4,6869,PZIT-W201C_DELAY,,Variable,267,float 32,,1,Analog, , ,0.00
0x1AD6,6871,PZIT-W201C_ACK,Acknowledge,Variable,268,float 32, , ,Digital,ON,OFF,OFF
0x1AD8,6873,PZIT-W201C_MANON,,Variable,269,float 32, , ,Digital,ON,OFF,OFF
0x1ADA,6875,PZIT-W201C_MOS,,Variable,270,float 32, , ,Digital,ON,OFF,OFF
0x1ADC,6877,PZIT-W202C_MOS,,Variable,271,float 32, , ,Digital,ON,OFF,OFF
0x1ADE,6879,PZIT-W202C_MANON,,Variable,272,float 32, , ,Digital,ON,OFF,OFF
0x1AE0,6881,PZIT-W202C_ACK,Acknowledge,Variable,273,float 32, , ,Digital,ON,OFF,OFF
0x1AE2,6883,PZIT-W202C_DELAY,,Variable,274,float 32,,1,Analog, , ,0.00
0x1AE4,6885,PZIT-W202C_LL_V,,Variable,275,float 32,,0,Analog, , ,0.00
0x1AE6,6887,PZIT-W202C_HH_V,,Variable,276,float 32,,0,Analog, , ,100.00
0x1AE8,6889,PZIT-W202C_RL,,Variable,277,float 32,,0,Analog, , ,0.00
0x1AEA,6891,PZIT-W202C_RH,,Variable,278,float 32,,0,Analog, , ,100.00
0x1AEC,6893,PZIT-W202C,,Variable,279,float 32,,0,Analog, , ,0.00
0x1AEE,6895,PZIT-W203C,,Variable,280,float 32,,0,Analog, , ,0.00
0x1AF0,6897,PZIT-W203C_RH,,Variable,281,float 32,,0,Analog, , ,100.00
0x1AF2,6899,PZIT-W203C_RL,,Variable,282,float 32,,0,Analog, , ,0.00
0x1AF4,6901,PZIT-W203C_HH_V,,Variable,283,float 32,,0,Analog, , ,100.00
0x1AF6,6903,PZIT-W203C_LL_V,,Variable,284,float 32,,0,Analog, , ,0.00
0x1AF8,6905,PZIT-W203C_DELAY,,Variable,285,float 32,,1,Analog, , ,0.00
0x1AFA,6907,PZIT-W203C_ACK,Acknowledge,Variable,286,float 32, , ,Digital,ON,OFF,OFF
0x1AFC,6909,PZIT-W203C_MANON,,Variable,287,float 32, , ,Digital,ON,OFF,OFF
0x1AFE,6911,PZIT-W203C_MOS,,Variable,288,float 32, , ,Digital,ON,OFF,OFF
0x1B00,6913,PZIT-W208C,,Variable,289,float 32,,0,Analog, , ,0.00
0x1B02,6915,PZIT-W208C_RH,,Variable,290,float 32,,0,Analog, , ,150.00
0x1B04,6917,PZIT-W208C_RL,,Variable,291,float 32,,0,Analog, , ,0.00
0x1B06,6919,PZIT-W208C_HH_V,,Variable,292,float 32,,0,Analog, , ,109.00
0x1B08,6921,PZIT-W208C_LL_V,,Variable,293,float 32,,0,Analog, , ,0.00
0x1B0A,6923,PZIT-W208C_DELAY,,Variable,294,float 32,,1,Analog, , ,0.00
0x1B0C,6925,PZIT-W208C_ACK,Acknowledge,Variable,295,float 32, , ,Digital,ON,OFF,OFF
0x1B0E,6927,PZIT-W208C_MANON,,Variable,296,float 32, , ,Digital,ON,OFF,OFF
0x1B10,6929,PZIT-W208C_MOS,,Variable,297,float 32, , ,Digital,ON,OFF,OFF
0x1B12,6931,PZIT-W207C,,Variable,298,float 32,,0,Analog, , ,0.00
0x1B14,6933,PZIT-W207C_RH,,Variable,299,float 32,,0,Analog, , ,150.00
0x1B16,6935,PZIT-W207C_RL,,Variable,300,float 32,,0,Analog, , ,0.00
0x1B18,6937,PZIT-W207C_HH_V,,Variable,301,float 32,,0,Analog, , ,100.00
0x1B1A,6939,PZIT-W207C_LL_V,,Variable,302,float 32,,0,Analog, , ,50.00
0x1B1C,6941,PZIT-W207C_DELAY,,Variable,303,float 32,,1,Analog, , ,0.00
0x1B1E,6943,PZIT-W207C_ACK,Acknowledge,Variable,304,float 32, , ,Digital,ON,OFF,OFF
0x1B20,6945,PZIT-W207C_MANON,,Variable,305,float 32, , ,Digital,ON,OFF,OFF
0x1B22,6947,PZIT-W207C_MOS,,Variable,306,float 32, , ,Digital,ON,OFF,OFF
0x1B24,6949,LZIT-605B,,Variable,307,float 32,,0,Analog, , ,0.00
0x1B26,6951,LZIT-605B_RH,,Variable,308,float 32,,0,Analog, , ,950.00
0x1B28,6953,LZIT-605B_RL,,Variable,309,float 32,,0,Analog, , ,150.00
0x1B2A,6955,LZIT-605B_HH_V,,Variable,310,float 32,,0,Analog, , ,800.00
0x1B2C,6957,LZIT-605B_LL_V,,Variable,311,float 32,,0,Analog, , ,0.00
0x1B2E,6959,LZIT-605B_DELAY,,Variable,312,float 32,,1,Analog, , ,0.00
0x1B30,6961,LZIT-605B_ACK,Acknowledge,Variable,313,float 32, , ,Digital,ON,OFF,OFF
0x1B32,6963,LZIT-605B_MANON,,Variable,314,float 32, , ,Digital,ON,OFF,OFF
0x1B34,6965,LZIT-605B_MOS,,Variable,315,float 32, , ,Digital,ON,OFF,OFF
0x1B36,6967,PZIT-219-2,,Variable,316,float 32,,0,Analog, , ,0.00
0x1B38,6969,PZIT-219-2_RH,,Variable,317,float 32,,0,Analog, , ,150.00
0x1B3A,6971,PZIT-219-2_RL,,Variable,318,float 32,,0,Analog, , ,0.00
0x1B3C,6973,PZIT-219-2_HH_V,,Variable,319,float 32,,0,Analog, , ,100.00
0x1B3E,6975,PZIT-219-2_LL_V,,Variable,320,float 32,,0,Analog, , ,50.00
0x1B40,6977,PZIT-219-2_DELAY,,Variable,321,float 32,,1,Analog, , ,0.00
0x1B42,6979,PZIT-219-2_ACK,Acknowledge,Variable,322,float 32, , ,Digital,ON,OFF,OFF
0x1B44,6981,PZIT-219-2_MANON,,Variable,323,float 32, , ,Digital,ON,OFF,OFF
0x1B46,6983,PZIT-219-2_MOS,,Variable,324,float 32, , ,Digital,ON,OFF,OFF
0x1B48,6985,PZIT-230-2,,Variable,325,float 32,,0,Analog, , ,0.00
0x1B4A,6987,PZIT-230-2_RH,,Variable,326,float 32,,0,Analog, , ,150.00
0x1B4C,6989,PZIT-230-2_RL,,Variable,327,float 32,,0,Analog, , ,0.00
0x1B4E,6991,PZIT-230-2_HH_V,,Variable,328,float 32,,0,Analog, , ,100.00
0x1B50,6993,PZIT-230-2_LL_V,,Variable,329,float 32,,0,Analog, , ,32.22
0x1B52,6995,PZIT-230-2_DELAY,,Variable,330,float 32,,1,Analog, , ,0.00
0x1B54,6997,PZIT-230-2_ACK,Acknowledge,Variable,331,float 32, , ,Digital,ON,OFF,OFF
0x1B56,6999,PZIT-230-2_MANON,,Variable,332,float 32, , ,Digital,ON,OFF,OFF
0x1B58,7001,PZIT-230-2_MOS,,Variable,333,float 32, , ,Digital,ON,OFF,OFF
0x1B5A,7003,PZIT-229B,,Variable,334,float 32,,0,Analog, , ,0.00
0x1B5C,7005,PZIT-229B_RH,,Variable,335,float 32,,0,Analog, , ,100.00
0x1B5E,7007,PZIT-229B_RL,,Variable,336,float 32,,0,Analog, , ,0.00
0x1B60,7009,PZIT-229B_HH_V,,Variable,337,float 32,,0,Analog, , ,137.00
0x1B62,7011,PZIT-229B_LL_V,,Variable,338,float 32,,0,Analog, , ,0.00
0x1B64,7013,PZIT-229B_DELAY,,Variable,339,float 32,,1,Analog, , ,0.00
0x1B66,7015,PZIT-229B_ACK,Acknowledge,Variable,340,float 32, , ,Digital,ON,OFF,OFF
0x1B68,7017,PZIT-229B_MANON,,Variable,341,float 32, , ,Digital,ON,OFF,OFF
0x1B6A,7019,PZIT-229B_MOS,,Variable,342,float 32, , ,Digital,ON,OFF,OFF
0x1B6C,7021,PZIT-226B,,Variable,343,float 32,,0,Analog, , ,0.00
0x1B6E,7023,PZIT-226B_RH,,Variable,344,float 32,,0,Analog, , ,100.00
0x1B70,7025,PZIT-226B_RL,,Variable,345,float 32,,0,Analog, , ,0.00
0x1B72,7027,PZIT-226B_HH_V,,Variable,346,float 32,,0,Analog, , ,275.00
0x1B74,7029,PZIT-226B_LL_V,,Variable,347,float 32,,0,Analog, , ,0.00
0x1B76,7031,PZIT-226B_DELAY,,Variable,348,float 32,,1,Analog, , ,0.00
0x1B78,7033,PZIT-226B_ACK,Acknowledge,Variable,349,float 32, , ,Digital,ON,OFF,OFF
0x1B7A,7035,PZIT-226B_MANON,,Variable,350,float 32, , ,Digital,ON,OFF,OFF
0x1B7C,7037,PZIT-226B_MOS,,Variable,351,float 32, , ,Digital,ON,OFF,OFF
0x1B7E,7039,PZIT-227B,,Variable,352,float 32,,0,Analog, , ,0.00
0x1B80,7041,PZIT-227B_RH,,Variable,353,float 32,,0,Analog, , ,100.00
0x1B82,7043,PZIT-227B_RL,,Variable,354,float 32,,0,Analog, , ,0.00
0x1B84,7045,PZIT-227B_HH_V,,Variable,355,float 32,,0,Analog, , ,275.00
0x1B86,7047,PZIT-227B_LL_V,,Variable,356,float 32,,0,Analog, , ,0.00
0x1B88,7049,PZIT-227B_DELAY,,Variable,357,float 32,,1,Analog, , ,0.00
0x1B8A,7051,PZIT-227B_ACK,Acknowledge,Variable,358,float 32, , ,Digital,ON,OFF,OFF
0x1B8C,7053,PZIT-227B_MANON,,Variable,359,float 32, , ,Digital,ON,OFF,OFF
0x1B8E,7055,PZIT-227B_MOS,,Variable,360,float 32, , ,Digital,ON,OFF,OFF
0x1B90,7057,PZIT-228B,,Variable,361,float 32,,0,Analog, , ,0.00
0x1B92,7059,PZIT-228B_RH,,Variable,362,float 32,,0,Analog, , ,100.00
0x1B94,7061,PZIT-228B_RL,,Variable,363,float 32,,0,Analog, , ,0.00
0x1B96,7063,PZIT-228B_HH_V,,Variable,364,float 32,,0,Analog, , ,275.00
0x1B98,7065,PZIT-228B_LL_V,,Variable,365,float 32,,0,Analog, , ,0.00
0x1B9A,7067,PZIT-228B_DELAY,,Variable,366,float 32,,1,Analog, , ,0.00
0x1B9C,7069,PZIT-228B_ACK,Acknowledge,Variable,367,float 32, , ,Digital,ON,OFF,OFF
0x1B9E,7071,PZIT-228B_MANON,,Variable,368,float 32, , ,Digital,ON,OFF,OFF
0x1BA0,7073,PZIT-228B_MOS,,Variable,369,float 32, , ,Digital,ON,OFF,OFF
0x1BA2,7075,PZIT-W201D,,Variable,370,float 32,,0,Analog, , ,0.00
0x1BA4,7077,PZIT-W201D_RH,,Variable,371,float 32,,0,Analog, , ,100.00
0x1BA6,7079,PZIT-W201D_RL,,Variable,372,float 32,,0,Analog, , ,0.00
0x1BA8,7081,PZIT-W201D_HH_V,,Variable,373,float 32,,0,Analog, , ,100.00
0x1BAA,7083,PZIT-W201D_LL_V,,Variable,374,float 32,,0,Analog, , ,0.00
0x1BAC,7085,PZIT-W201D_DELAY,,Variable,375,float 32,,1,Analog, , ,0.00
0x1BAE,7087,PZIT-W201D_ACK,Acknowledge,Variable,376,float 32, , ,Digital,ON,OFF,OFF
0x1BB0,7089,PZIT-W201D_MANON,,Variable,377,float 32, , ,Digital,ON,OFF,OFF
0x1BB2,7091,PZIT-W201D_MOS,,Variable,378,float 32, , ,Digital,ON,OFF,OFF
0x1BB4,7093,PZIT-W202D_MOS,,Variable,379,float 32, , ,Digital,ON,OFF,OFF
0x1BB6,7095,PZIT-W202D_MANON,,Variable,380,float 32, , ,Digital,ON,OFF,OFF
0x1BB8,7097,PZIT-W202D_ACK,Acknowledge,Variable,381,float 32, , ,Digital,ON,OFF,OFF
0x1BBA,7099,PZIT-W202D_DELAY,,Variable,382,float 32,,1,Analog, , ,0.00
0x1BBC,7101,PZIT-W202D_LL_V,,Variable,383,float 32,,0,Analog, , ,0.00
0x1BBE,7103,PZIT-W202D_HH_V,,Variable,384,float 32,,0,Analog, , ,100.00
0x1BC0,7105,PZIT-W202D_RL,,Variable,385,float 32,,0,Analog, , ,0.00
0x1BC2,7107,PZIT-W202D_RH,,Variable,386,float 32,,0,Analog, , ,100.00
0x1BC4,7109,PZIT-W202D,,Variable,387,float 32,,0,Analog, , ,0.00
0x1BC6,7111,PZIT-W203D,,Variable,388,float 32,,0,Analog, , ,0.00
0x1BC8,7113,PZIT-W203D_RH,,Variable,389,float 32,,0,Analog, , ,100.00
0x1BCA,7115,PZIT-W203D_RL,,Variable,390,float 32,,0,Analog, , ,0.00
0x1BCC,7117,PZIT-W203D_HH_V,,Variable,391,float 32,,0,Analog, , ,100.00
0x1BCE,7119,PZIT-W203D_LL_V,,Variable,392,float 32,,0,Analog, , ,0.00
0x1BD0,7121,PZIT-W203D_DELAY,,Variable,393,float 32,,1,Analog, , ,0.00
0x1BD2,7123,PZIT-W203D_ACK,Acknowledge,Variable,394,float 32, , ,Digital,ON,OFF,OFF
0x1BD4,7125,PZIT-W203D_MANON,,Variable,395,float 32, , ,Digital,ON,OFF,OFF
0x1BD6,7127,PZIT-W203D_MOS,,Variable,396,float 32, , ,Digital,ON,OFF,OFF
0x1BD8,7129,PZIT-W208D,,Variable,397,float 32,,0,Analog, , ,0.00
0x1BDA,7131,PZIT-W208D_RH,,Variable,398,float 32,,0,Analog, , ,150.00
0x1BDC,7133,PZIT-W208D_RL,,Variable,399,float 32,,0,Analog, , ,0.00
0x1BDE,7135,PZIT-W208D_HH_V,,Variable,400,float 32,,0,Analog, , ,109.00
0x1BE0,7137,PZIT-W208D_LL_V,,Variable,401,float 32,,0,Analog, , ,0.00
0x1BE2,7139,PZIT-W208D_DELAY,,Variable,402,float 32,,1,Analog, , ,0.00
0x1BE4,7141,PZIT-W208D_ACK,Acknowledge,Variable,403,float 32, , ,Digital,ON,OFF,OFF
0x1BE6,7143,PZIT-W208D_MANON,,Variable,404,float 32, , ,Digital,ON,OFF,OFF
0x1BE8,7145,PZIT-W208D_MOS,,Variable,405,float 32, , ,Digital,ON,OFF,OFF
0x1BEA,7147,PZIT-W207D,,Variable,406,float 32,,0,Analog, , ,0.00
0x1BEC,7149,PZIT-W207D_RH,,Variable,407,float 32,,0,Analog, , ,150.00
0x1BEE,7151,PZIT-W207D_RL,,Variable,408,float 32,,0,Analog, , ,0.00
0x1BF0,7153,PZIT-W207D_HH_V,,Variable,409,float 32,,0,Analog, , ,100.00
0x1BF2,7155,PZIT-W207D_LL_V,,Variable,410,float 32,,0,Analog, , ,50.00
0x1BF4,7157,PZIT-W207D_DELAY,,Variable,411,float 32,,1,Analog, , ,0.00
0x1BF6,7159,PZIT-W207D_ACK,Acknowledge,Variable,412,float 32, , ,Digital,ON,OFF,OFF
0x1BF8,7161,PZIT-W207D_MANON,,Variable,413,float 32, , ,Digital,ON,OFF,OFF
0x1BFA,7163,PZIT-W207D_MOS,,Variable,414,float 32, , ,Digital,ON,OFF,OFF
0x1BFC,7165,PZIT-606,,Variable,415,float 32,,0,Analog, , ,0.00
0x1BFE,7167,PZIT-606_RH,,Variable,416,float 32,,0,Analog, , ,150.00
0x1C00,7169,PZIT-606_RL,,Variable,417,float 32,,0,Analog, , ,0.00
0x1C02,7171,PZIT-606_HH_V,,Variable,418,float 32,,0,Analog, , ,100.00
0x1C04,7173,PZIT-606_LL_V,,Variable,419,float 32,,0,Analog, , ,50.00
0x1C06,7175,PZIT-606_DELAY,,Variable,420,float 32,,1,Analog, , ,0.00
0x1C08,7177,PZIT-606_ACK,Acknowledge,Variable,421,float 32, , ,Digital,ON,OFF,OFF
0x1C0A,7179,PZIT-606_MANON,,Variable,422,float 32, , ,Digital,ON,OFF,OFF
0x1C0C,7181,PZIT-606_MOS,,Variable,423,float 32, , ,Digital,ON,OFF,OFF
0x1C0E,7183,PZIT-608,,Variable,424,float 32,,0,Analog, , ,0.00
0x1C10,7185,PZIT-608_RH,,Variable,425,float 32,,0,Analog, , ,150.00
0x1C12,7187,PZIT-608_RL,,Variable,426,float 32,,0,Analog, , ,0.00
0x1C14,7189,PZIT-608_HH_V,,Variable,427,float 32,,0,Analog, , ,100.00
0x1C16,7191,PZIT-608_LL_V,,Variable,428,float 32,,0,Analog, , ,50.00
0x1C18,7193,PZIT-608_DELAY,,Variable,429,float 32,,1,Analog, , ,0.00
0x1C1A,7195,PZIT-608_ACK,Acknowledge,Variable,430,float 32, , ,Digital,ON,OFF,OFF
0x1C1C,7197,PZIT-608_MANON,,Variable,431,float 32, , ,Digital,ON,OFF,OFF
0x1C1E,7199,PZIT-608_MOS,,Variable,432,float 32, , ,Digital,ON,OFF,OFF
0x1C20,7201,PZIT-613,,Variable,433,float 32,,0,Analog, , ,0.00
0x1C22,7203,PZIT-613_RH,,Variable,434,float 32,,0,Analog, , ,150.00
0x1C24,7205,PZIT-613_RL,,Variable,435,float 32,,0,Analog, , ,0.00
0x1C26,7207,PZIT-613_HH_V,,Variable,436,float 32,,0,Analog, , ,100.00
0x1C28,7209,PZIT-613_LL_V,,Variable,437,float 32,,0,Analog, , ,50.00
0x1C2A,7211,PZIT-613_DELAY,,Variable,438,float 32,,1,Analog, , ,0.00
0x1C2C,7213,PZIT-613_ACK,Acknowledge,Variable,439,float 32, , ,Digital,ON,OFF,OFF
0x1C2E,7215,PZIT-613_MANON,,Variable,440,float 32, , ,Digital,ON,OFF,OFF
0x1C30,7217,PZIT-613_MOS,,Variable,441,float 32, , ,Digital,ON,OFF,OFF
0x1C32,7219,PZIT-614,,Variable,442,float 32,,0,Analog, , ,0.00
0x1C34,7221,PZIT-614_RH,,Variable,443,float 32,,0,Analog, , ,150.00
0x1C36,7223,PZIT-614_RL,,Variable,444,float 32,,0,Analog, , ,0.00
0x1C38,7225,PZIT-614_HH_V,,Variable,445,float 32,,0,Analog, , ,100.00
0x1C3A,7227,PZIT-614_LL_V,,Variable,446,float 32,,0,Analog, , ,50.00
0x1C3C,7229,PZIT-614_DELAY,,Variable,447,float 32,,1,Analog, , ,0.00
0x1C3E,7231,PZIT-614_ACK,Acknowledge,Variable,448,float 32, , ,Digital,ON,OFF,OFF
0x1C40,7233,PZIT-614_MANON,,Variable,449,float 32, , ,Digital,ON,OFF,OFF
0x1C42,7235,PZIT-614_MOS,,Variable,450,float 32, , ,Digital,ON,OFF,OFF
0x1C44,7237,PZIT-616,,Variable,451,float 32,,0,Analog, , ,0.00
0x1C46,7239,PZIT-616_RH,,Variable,452,float 32,,0,Analog, , ,150.00
0x1C48,7241,PZIT-616_RL,,Variable,453,float 32,,0,Analog, , ,0.00
0x1C4A,7243,PZIT-616_HH_V,,Variable,454,float 32,,0,Analog, , ,100.00
0x1C4C,7245,PZIT-616_LL_V,,Variable,455,float 32,,0,Analog, , ,50.00
0x1C4E,7247,PZIT-616_DELAY,,Variable,456,float 32,,1,Analog, , ,0.00
0x1C50,7249,PZIT-616_ACK,Acknowledge,Variable,457,float 32, , ,Digital,ON,OFF,OFF
0x1C52,7251,PZIT-616_MANON,,Variable,458,float 32, , ,Digital,ON,OFF,OFF
0x1C54,7253,PZIT-616_MOS,,Variable,459,float 32, , ,Digital,ON,OFF,OFF
0x1C56,7255,PZIT-617,,Variable,460,float 32,,0,Analog, , ,0.00
0x1C58,7257,PZIT-617_RH,,Variable,461,float 32,,0,Analog, , ,150.00
0x1C5A,7259,PZIT-617_RL,,Variable,462,float 32,,0,Analog, , ,0.00
0x1C5C,7261,PZIT-617_HH_V,,Variable,463,float 32,,0,Analog, , ,100.00
0x1C5E,7263,PZIT-617_LL_V,,Variable,464,float 32,,0,Analog, , ,50.00
0x1C60,7265,PZIT-617_DELAY,,Variable,465,float 32,,1,Analog, , ,0.00
0x1C62,7267,PZIT-617_ACK,Acknowledge,Variable,466,float 32, , ,Digital,ON,OFF,OFF
0x1C64,7269,PZIT-617_MANON,,Variable,467,float 32, , ,Digital,ON,OFF,OFF
0x1C66,7271,PZIT-617_MOS,,Variable,468,float 32, , ,Digital,ON,OFF,OFF
0x1C68,7273,LZIT-603,,Variable,469,float 32,,0,Analog, , ,0.00
0x1C6A,7275,LZIT-603_RH,,Variable,470,float 32,,0,Analog, , ,100.00
0x1C6C,7277,LZIT-603_RL,,Variable,471,float 32,,0,Analog, , ,0.00
0x1C6E,7279,LZIT-603_HH_V,,Variable,472,float 32,,0,Analog, , ,100.00
0x1C70,7281,LZIT-603_LL_V,,Variable,473,float 32,,0,Analog, , ,0.00
0x1C72,7283,LZIT-603_DELAY,,Variable,474,float 32,,1,Analog, , ,0.00
0x1C74,7285,LZIT-603_ACK,Acknowledge,Variable,475,float 32, , ,Digital,ON,OFF,OFF
0x1C76,7287,LZIT-603_MANON,,Variable,476,float 32, , ,Digital,ON,OFF,OFF
0x1C78,7289,LZIT-603_MOS,,Variable,477,float 32, , ,Digital,ON,OFF,OFF
0x1C7A,7291,LZIT-604_MOS,,Variable,478,float 32, , ,Digital,ON,OFF,OFF
0x1C7C,7293,LZIT-604_MANON,,Variable,479,float 32, , ,Digital,ON,OFF,OFF
0x1C7E,7295,LZIT-604_ACK,Acknowledge,Variable,480,float 32, , ,Digital,ON,OFF,OFF
0x1C80,7297,LZIT-604_DELAY,,Variable,481,float 32,,1,Analog, , ,0.00
0x1C82,7299,LZIT-604_LL_V,,Variable,482,float 32,,0,Analog, , ,0.00
0x1C84,7301,LZIT-604_HH_V,,Variable,483,float 32,,0,Analog, , ,100.00
0x1C86,7303,LZIT-604_RL,,Variable,484,float 32,,0,Analog, , ,0.00
0x1C88,7305,LZIT-604_RH,,Variable,485,float 32,,0,Analog, , ,100.00
0x1C8A,7307,LZIT-604,,Variable,486,float 32,,0,Analog, , ,0.00
0x1C8C,7309,HS-ESD-001,,Variable,487,float 32, , ,Digital,ON,OFF,OFF
0x1C8E,7311,HS-ESD-001_MANON,,Variable,488,float 32, , ,Digital,ON,OFF,OFF
0x1C90,7313,HS-ESD-001_ACK,,Variable,489,float 32, , ,Digital,ON,OFF,OFF
0x1C92,7315,HS-ESD-001_MOS,,Variable,490,float 32, , ,Digital,ON,OFF,OFF
0x1C94,7317,HS-ESD-002_MOS,,Variable,491,float 32, , ,Digital,ON,OFF,OFF
0x1C96,7319,HS-ESD-002_ACK,,Variable,492,float 32, , ,Digital,ON,OFF,OFF
0x1C98,7321,HS-ESD-002_MANON,,Variable,493,float 32, , ,Digital,ON,OFF,OFF
0x1C9A,7323,HS-ESD-002,,Variable,494,float 32, , ,Digital,ON,OFF,OFF
0x1C9C,7325,HS-ESD-003_MOS,,Variable,495,float 32, , ,Digital,ON,OFF,OFF
0x1C9E,7327,HS-ESD-003_ACK,,Variable,496,float 32, , ,Digital,ON,OFF,OFF
0x1CA0,7329,HS-ESD-003_MANON,,Variable,497,float 32, , ,Digital,ON,OFF,OFF
0x1CA2,7331,HS-ESD-003,,Variable,498,float 32, , ,Digital,ON,OFF,OFF
0x1CA4,7333,HS-ESD-004_MOS,,Variable,499,float 32, , ,Digital,ON,OFF,OFF
0x1CA6,7335,HS-ESD-004_ACK,,Variable,500,float 32, , ,Digital,ON,OFF,OFF
0x1CA8,7337,HS-ESD-004_MANON,,Variable,501,float 32, , ,Digital,ON,OFF,OFF
0x1CAA,7339,HS-ESD-004,,Variable,502,float 32, , ,Digital,ON,OFF,OFF
0x1CAC,7341,HS-ESD-007_MOS,,Variable,503,float 32, , ,Digital,ON,OFF,OFF
0x1CAE,7343,HS-ESD-007_ACK,,Variable,504,float 32, , ,Digital,ON,OFF,OFF
0x1CB0,7345,HS-ESD-007_MANON,,Variable,505,float 32, , ,Digital,ON,OFF,OFF
0x1CB2,7347,HS-ESD-007,,Variable,506,float 32, , ,Digital,ON,OFF,OFF
0x1CB4,7349,HS-ESD-008_MOS,,Variable,507,float 32, , ,Digital,ON,OFF,OFF
0x1CB6,7351,HS-ESD-008_ACK,,Variable,508,float 32, , ,Digital,ON,OFF,OFF
0x1CB8,7353,HS-ESD-008_MANON,,Variable,509,float 32, , ,Digital,ON,OFF,OFF
0x1CBA,7355,HS-ESD-008,,Variable,510,float 32, , ,Digital,ON,OFF,OFF
0x1CBC,7357,HS-ESD-009_MOS,,Variable,511,float 32, , ,Digital,ON,OFF,OFF
0x1CBE,7359,HS-ESD-009_ACK,,Variable,512,float 32, , ,Digital,ON,OFF,OFF
0x1CC0,7361,HS-ESD-009_MANON,,Variable,513,float 32, , ,Digital,ON,OFF,OFF
0x1CC2,7363,HS-ESD-009,,Variable,514,float 32, , ,Digital,ON,OFF,OFF
0x1CC4,7365,HS-ESD-005_MOS,,Variable,515,float 32, , ,Digital,ON,OFF,OFF
0x1CC6,7367,HS-ESD-005_ACK,,Variable,516,float 32, , ,Digital,ON,OFF,OFF
0x1CC8,7369,HS-ESD-005_MANON,,Variable,517,float 32, , ,Digital,ON,OFF,OFF
0x1CCA,7371,HS-ESD-005,,Variable,518,float 32, , ,Digital,ON,OFF,OFF
0x1CCC,7373,HS-ESD-006_MOS,,Variable,519,float 32, , ,Digital,ON,OFF,OFF
0x1CCE,7375,HS-ESD-006_ACK,,Variable,520,float 32, , ,Digital,ON,OFF,OFF
0x1CD0,7377,HS-ESD-006_MANON,,Variable,521,float 32, , ,Digital,ON,OFF,OFF
0x1CD2,7379,HS-ESD-006,,Variable,522,float 32, , ,Digital,ON,OFF,OFF
0x1CD4,7381,PS-906_MOS,,Variable,523,float 32, , ,Digital,ON,OFF,OFF
0x1CD6,7383,PS-906_ACK,,Variable,524,float 32, , ,Digital,ON,OFF,OFF
0x1CD8,7385,PS-906_MANON,,Variable,525,float 32, , ,Digital,ON,OFF,OFF
0x1CDA,7387,PS-906,,Variable,526,float 32, , ,Digital,ON,OFF,OFF
0x1CDC,7389,PS-907_MOS,,Variable,527,float 32, , ,Digital,ON,OFF,OFF
0x1CDE,7391,PS-907_ACK,,Variable,528,float 32, , ,Digital,ON,OFF,OFF
0x1CE0,7393,PS-907_MANON,,Variable,529,float 32, , ,Digital,ON,OFF,OFF
0x1CE2,7395,PS-907,,Variable,530,float 32, , ,Digital,ON,OFF,OFF
0x1CE4,7397,XS-018_MOS,,Variable,531,float 32, , ,Digital,ON,OFF,OFF
0x1CE6,7399,XS-018_ACK,,Variable,532,float 32, , ,Digital,ON,OFF,OFF
0x1CE8,7401,XS-018_MANON,,Variable,533,float 32, , ,Digital,ON,OFF,OFF
0x1CEA,7403,XS-018,,Variable,534,float 32, , ,Digital,ON,OFF,OFF
0x1CEC,7405,XS-019_MOS,,Variable,535,float 32, , ,Digital,ON,OFF,OFF
0x1CEE,7407,XS-019_ACK,,Variable,536,float 32, , ,Digital,ON,OFF,OFF
0x1CF0,7409,XS-019_MANON,,Variable,537,float 32, , ,Digital,ON,OFF,OFF
0x1CF2,7411,XS-019,,Variable,538,float 32, , ,Digital,ON,OFF,OFF
0x1CF4,7413,XS-012_MOS,,Variable,539,float 32, , ,Digital,ON,OFF,OFF
0x1CF6,7415,XS-012_ACK,,Variable,540,float 32, , ,Digital,ON,OFF,OFF
0x1CF8,7417,XS-012_MANON,,Variable,541,float 32, , ,Digital,ON,OFF,OFF
0x1CFA,7419,XS-012,,Variable,542,float 32, , ,Digital,ON,OFF,OFF
0x1CFC,7421,XS-013_MOS,,Variable,543,float 32, , ,Digital,ON,OFF,OFF
0x1CFE,7423,XS-013_ACK,,Variable,544,float 32, , ,Digital,ON,OFF,OFF
0x1D00,7425,XS-013_MANON,,Variable,545,float 32, , ,Digital,ON,OFF,OFF
0x1D02,7427,XS-013,,Variable,546,float 32, , ,Digital,ON,OFF,OFF
0x1D04,7429,PB-001_MOS,,Variable,547,float 32, , ,Digital,ON,OFF,OFF
0x1D06,7431,PB-001_ACK,,Variable,548,float 32, , ,Digital,ON,OFF,OFF
